image_path,Pre_GSHH_NDVI,Height_Ave_cm,State,Species,dry_clover,dry_dead,dry_green,Dry_Total_g,gdm
train/ID158170916.jpg,0.91,8.8333,Tas,Ryegrass_Clover,5.3547,33.0205,69.6107,107.9859,74.9654
train/ID1590632667.jpg,0.7,3.8333,Tas,Ryegrass_Clover,3.1807,24.2887,31.2284,58.6978,34.4091
train/ID1618145129.jpg,0.84,4.1667,Tas,Ryegrass_Clover,0.0,10.3826,37.1257,47.5083,37.1257
train/ID1618597318.jpg,0.65,2.1667,Tas,Ryegrass_Clover,1.1195,2.239,33.0259,36.3845,34.1454
train/ID1620371305.jpg,0.79,10.0,Vic,Phalaris_Clover,17.0913,6.4092,57.0895,80.59,74.1808
train/ID162394992.jpg,0.61,9.0,NSW,Ryegrass,0.0,1.8459,47.2541,49.1,47.2541
train/ID1623964968.jpg,0.44,2.3333,Tas,Ryegrass_Clover,10.0977,21.4983,19.5439,51.1398,29.6415
train/ID1624268863.jpg,0.56,4.0,NSW,Fescue_CrumbWeed,0.0,10.168,22.932,33.1,22.932
train/ID1634731537.jpg,0.64,3.3333,Tas,Clover,19.9619,6.8619,0.0,26.8238,19.9619
train/ID1638922597.jpg,0.65,3.0,Tas,WhiteClover,10.5353,21.3479,0.2772,32.1605,10.8126
train/ID1645161155.jpg,0.7,4.5,Tas,Ryegrass_Clover,0.0,40.6841,19.0515,59.7356,19.0516
train/ID1655778545.jpg,0.62,5.0,NSW,Fescue,0.0,17.0357,30.6643,47.7,30.6643
train/ID1665142816.jpg,0.73,4.0,Vic,Phalaris_Clover,3.7714,4.7143,24.5143,33.0,28.2857
train/ID1667778338.jpg,0.77,5.0,Vic,Ryegrass_Clover,3.9,9.75,29.25,42.9,33.15
train/ID1671844336.jpg,0.68,3.0,Tas,Ryegrass_Clover,0.8024,8.4248,12.0354,21.2625,12.8377
train/ID1675365449.jpg,0.79,16.0,Vic,Phalaris_Clover,1.4833,12.2372,89.7395,103.46,91.2228
train/ID1680597197.jpg,0.69,12.0,NSW,Fescue,0.0,8.6171,84.1829,92.8,84.1829
train/ID1692894460.jpg,0.69,3.5,Tas,Clover,30.1768,14.7741,0.3143,45.2652,30.4912
train/ID1693880739.jpg,0.85,4.0,Vic,Phalaris_Ryegrass_Clover,0.0,4.7385,30.4615,35.2,30.4615
train/ID1703304524.jpg,0.86,7.0,Tas,Ryegrass_Clover,2.5821,46.4778,47.7689,96.8288,50.351
train/ID1717006117.jpg,0.57,6.1667,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,18.0129,18.9135,32.8735,69.8,50.8865
train/ID1729002155.jpg,0.34,5.6667,NSW,Fescue,0.0,20.7462,19.8538,40.6,19.8538
train/ID1746343319.jpg,0.35,2.5,Tas,Ryegrass_Clover,0.6,18.0,6.9,25.5,7.5
train/ID1753847361.jpg,0.83,17.0,Vic,Phalaris_Clover,34.9938,3.5437,51.2725,89.81,86.2663
train/ID1761544403.jpg,0.54,1.0,WA,Clover,32.64,0.0,0.0,32.64,32.64
train/ID1781353117.jpg,0.69,4.0,Tas,Ryegrass,1.7583,11.0291,15.185,27.9724,16.9433
train/ID1782509721.jpg,0.39,8.0,NSW,Fescue,0.0,26.2626,30.1374,56.4,30.1374
train/ID1782608354.jpg,0.81,17.0,WA,Ryegrass,0.07,0.0,72.1,72.17,72.17
train/ID1783499590.jpg,0.8,5.5,Vic,Ryegrass,1.1385,18.2154,13.6615,33.0154,14.8
train/ID1784585001.jpg,0.8,4.5,Tas,Clover,35.0394,12.3111,3.788,51.1386,38.8275
train/ID1789265307.jpg,0.87,7.1667,Tas,Clover,69.8783,19.3509,1.0751,90.3042,70.9533
train/ID1789834546.jpg,0.52,4.1667,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,6.5244,14.8756,21.4,42.8,27.9244
train/ID1789853061.jpg,0.87,5.2,Vic,Phalaris_Clover,12.9283,7.5415,36.6302,57.1,49.5585
train/ID1831254380.jpg,0.84,5.3333,Tas,Clover,71.7865,15.758,0.8754,88.42,72.662
train/ID1839139621.jpg,0.8,8.0,Tas,Ryegrass,0.0,10.3894,31.5263,41.9157,31.5264
train/ID1853508321.jpg,0.45,1.6667,Tas,Ryegrass_Clover,0.0,1.1786,28.5232,29.7018,28.5232
train/ID1857489997.jpg,0.66,3.0,Vic,Phalaris_Clover,2.3478,2.3478,13.3043,18.0,15.6522
train/ID1859251563.jpg,0.83,70.0,NSW,Lucerne,0.0,6.9,119.6,126.5,119.6
train/ID1859792585.jpg,0.62,4.0,Tas,Ryegrass,0.7708,30.83,22.6087,54.2095,23.3794
train/ID1868719645.jpg,0.77,4.0,Vic,Ryegrass_Clover,4.8348,2.4174,20.5478,27.8,25.3826
train/ID187238869.jpg,0.75,4.0,Vic,Ryegrass_Clover,11.8881,2.972,28.9098,43.77,40.798
train/ID1874904894.jpg,0.3,3.0,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,0.0,29.1542,4.1458,33.3,4.1458
train/ID1876271942.jpg,0.68,10.0,NSW,Ryegrass,0.0,8.3614,47.9386,56.3,47.9386
train/ID1880764911.jpg,0.52,5.0,Tas,Ryegrass,5.9821,21.9343,15.1546,43.0709,21.1367
train/ID1888700589.jpg,0.64,2.0,WA,Clover,1.62,0.0,20.9,22.52,22.52
train/ID1889150649.jpg,0.32,1.0,WA,SubcloverLosa,2.48,0.0,0.0,2.48,2.48
train/ID1894998379.jpg,0.42,4.3,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,13.4778,35.0985,8.4236,57.0,21.9015
train/ID1899025384.jpg,0.7,4.0,Tas,Ryegrass_Clover,0.4133,8.6803,11.1604,20.254,11.5737
train/ID1920959057.jpg,0.74,3.0,Vic,Ryegrass_Clover,3.5619,2.6714,12.4667,18.7,16.0286
train/ID193102215.jpg,0.66,32.0,NSW,Lucerne,0.0,0.0,22.8,22.8,22.8
train/ID1946311744.jpg,0.83,8.0,Vic,Ryegrass_Clover,28.5594,2.8017,40.3989,71.76,68.9583
train/ID194823383.jpg,0.66,3.0,WA,Clover,4.91,0.0,20.8,25.71,25.71
train/ID1948354837.jpg,0.63,5.0,NSW,Fescue_CrumbWeed,0.0,14.4659,19.0341,33.5,19.0341
train/ID1952813879.jpg,0.68,3.5,Vic,Ryegrass,0.5875,8.225,3.525,12.3375,4.1125
train/ID1953171547.jpg,0.44,5.5,Tas,Ryegrass_Clover,0.692,58.7479,15.989,75.4289,16.681
train/ID1953218650.jpg,0.5,3.1667,Tas,Ryegrass_Clover,3.8,5.2,6.7,15.7,10.5
train/ID1954669045.jpg,0.78,2.8,Vic,Phalaris_Clover,6.859,10.469,18.772,36.1,25.631
train/ID1962197151.jpg,0.72,35.0,NSW,Lucerne,0.0,0.0,22.0,22.0,22.0
train/ID1962379474.jpg,0.55,5.1667,Tas,Ryegrass_Clover,1.4451,40.1734,17.341,58.9595,18.7861
train/ID1963715583.jpg,0.16,1.0,WA,Clover,0.34,0.0,0.7,1.04,1.04
train/ID196516535.jpg,0.45,3.0,Tas,Ryegrass,0.5231,24.8461,9.0231,34.3923,9.5462
train/ID1970522802.jpg,0.55,4.0,NSW,Fescue,0.0,13.5089,32.8911,46.4,32.8911
train/ID1976436386.jpg,0.52,6.0,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,7.9555,25.2703,26.6742,59.9,34.6297
train/ID1980675327.jpg,0.59,1.0,Tas,Ryegrass_Clover,2.6598,9.0024,14.7312,26.3934,17.391
train/ID1982662138.jpg,0.79,33.0,NSW,Lucerne,0.0,1.1594,35.9406,37.1,35.9406
train/ID1988033238.jpg,0.76,3.2,Vic,Phalaris_Clover,4.8803,12.4718,21.1479,38.5,26.0282
train/ID1989506559.jpg,0.8,4.3333,Tas,Ryegrass_Clover,15.202,8.1077,28.377,51.6867,43.579
train/ID1993907137.jpg,0.5,3.0,Tas,Ryegrass,0.1834,12.8356,15.9528,28.9718,16.1362
train/ID1997244125.jpg,0.4,3.0,Tas,Ryegrass_Clover,0.0,46.0672,4.1536,50.2208,4.1536
train/ID2002797732.jpg,0.66,2.0,Vic,Phalaris_Clover,0.55,3.3,9.35,13.2,9.9
train/ID2003438517.jpg,0.74,4.0,Vic,Ryegrass_Clover,5.2,2.08,13.52,20.8,18.72
train/ID2006686196.jpg,0.46,9.3333,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,0.0,38.8581,28.0419,66.9,28.0419
train/ID2010625680.jpg,0.75,3.0,WA,Clover,37.5911,0.0,5.0589,42.65,42.65
train/ID2014192906.jpg,0.63,3.0,Vic,Ryegrass,0.5,7.0,3.0,10.1912,3.5
train/ID2030696575.jpg,0.31,1.1667,Tas,Clover,2.1,2.6,1.6,6.3,3.7
train/ID2037861084.jpg,0.77,3.8,Vic,Phalaris_Clover,0.0,12.2169,28.6831,40.9,28.6831
train/ID2048645043.jpg,0.76,4.0,Vic,Ryegrass,4.186,11.5116,10.4651,26.1628,14.6512
train/ID2052442675.jpg,0.43,2.0,Tas,Ryegrass_Clover,0.0,2.7,14.5,17.2,14.5
train/ID2052993274.jpg,0.66,32.0,NSW,Phalaris,0.0,1.7764,103.6236,105.4,103.6236
train/ID2053315094.jpg,0.57,12.0,NSW,Fescue,0.0,17.8111,50.8889,68.7,50.8889
train/ID2056023629.jpg,0.68,12.0,NSW,Fescue,0.0,25.1357,57.6643,82.8,57.6643
train/ID2056982009.jpg,0.72,3.0,Vic,Ryegrass_Clover,4.0868,1.5598,30.8534,36.5,34.9402
train/ID2069766023.jpg,0.44,5.0,Tas,Ryegrass_Clover,1.8208,32.7742,6.1907,40.7857,8.0115
train/ID2086966681.jpg,0.57,3.0,Tas,WhiteClover,3.804,30.7245,1.7557,36.2842,5.5597
train/ID2089023774.jpg,0.81,5.0,Vic,Ryegrass_Clover,17.5189,1.3042,33.4869,52.31,51.0058
train/ID2091439402.jpg,0.82,3.5,Vic,Phalaris_Ryegrass_Clover,1.0962,4.9327,22.4712,28.5,23.5673
train/ID2096636211.jpg,0.38,2.8,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,2.6,32.2,11.4,46.2,14.0
train/ID2099464826.jpg,0.65,10.6667,NSW,Fescue,0.0,25.28,69.52,94.8,69.52
train/ID2099742797.jpg,0.75,2.0,Vic,Ryegrass_Clover,4.14,1.38,15.18,20.7,19.32
train/ID210865340.jpg,0.67,4.0,Tas,Ryegrass,0.0,9.0731,12.9966,22.0697,12.9966
train/ID212206250.jpg,0.3,1.0,WA,Clover,7.32,0.0,2.4,9.72,9.72
train/ID212206832.jpg,0.75,3.0,Vic,Ryegrass,0.7014,13.3262,5.6924,19.72,6.3938
train/ID2125100696.jpg,0.8,5.0,Vic,Phalaris_Clover,14.8364,4.9455,34.6182,54.4,49.4545
train/ID2131261930.jpg,0.73,4.5,Tas,Ryegrass_Clover,6.744,42.7122,31.4721,80.9283,38.2161
train/ID21377800.jpg,0.59,4.0,Tas,Ryegrass_Clover,0.48,28.3224,9.1208,37.9232,9.6008
train/ID2145635095.jpg,0.73,6.0,Tas,Ryegrass,0.0,17.5621,22.7022,40.2643,22.7022
train/ID227847873.jpg,0.71,3.0,Vic,Ryegrass_Clover,8.6387,7.5836,23.9377,40.16,32.5764
train/ID230058600.jpg,0.67,3.0,WA,Clover,46.83,0.0,0.0,46.83,46.83
train/ID249042826.jpg,0.53,2.8333,Tas,Clover,10.6616,3.8769,1.8,16.3385,12.4615
train/ID257822026.jpg,0.59,7.1667,Tas,Ryegrass_Clover,0.0,58.125,24.0,82.125,24.0
train/ID290369222.jpg,0.85,8.0,Tas,Ryegrass,0.0,11.4741,40.8478,52.3219,40.8478
train/ID294150104.jpg,0.78,3.0,Vic,Ryegrass_Clover,13.9876,3.167,20.5855,37.74,34.573
train/ID307060225.jpg,0.53,2.0,Tas,Ryegrass_Clover,0.3031,15.6092,14.2453,30.1575,14.5484
train/ID315357834.jpg,0.83,6.0,Tas,Ryegrass,0.0,5.7792,27.2448,33.024,27.2448
train/ID317990700.jpg,0.75,5.5,Tas,Ryegrass_Clover,0.0,38.1288,27.5062,65.635,27.5062
train/ID325799913.jpg,0.37,3.2,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,2.797,19.2502,11.3527,33.4,14.1498
train/ID332742639.jpg,0.77,2.5,Vic,Phalaris_Clover,6.4127,3.3949,19.9924,29.8,26.4051
train/ID342818398.jpg,0.72,3.0,Vic,Ryegrass_Clover,24.0237,3.1815,13.8948,41.1,37.9185
train/ID344618040.jpg,0.6,4.0,Tas,Ryegrass,0.0,6.7327,14.9081,21.6408,14.9081
train/ID353424190.jpg,0.41,6.0,NSW,Fescue,0.0,6.2143,22.7857,29.0,22.7857
train/ID353997899.jpg,0.68,3.0,Vic,Phalaris_Clover,9.5934,35.7574,7.8492,53.2,17.4426
train/ID354528442.jpg,0.68,10.0,NSW,Ryegrass,0.0,8.3077,56.4923,64.8,56.4923
train/ID363069566.jpg,0.68,3.0,Tas,Ryegrass_Clover,0.2,5.5,12.5,18.2,12.7
train/ID364856705.jpg,0.85,3.3333,Tas,Ryegrass_Clover,2.7638,4.6064,34.0871,41.4573,36.8509
train/ID380752847.jpg,0.81,14.0,WA,Ryegrass,0.0,0.0,58.98,58.98,58.98
train/ID383231615.jpg,0.86,4.0,Vic,Phalaris_Ryegrass_Clover,3.1698,5.7057,24.7245,33.6,27.8943
train/ID384648061.jpg,0.85,14.6667,NSW,Fescue,0.0,27.7164,157.9836,185.7,157.9836
train/ID386216505.jpg,0.63,4.0,Vic,Phalaris_Clover,3.0667,7.6667,21.4667,32.2,24.5333
train/ID397994621.jpg,0.86,9.0,NSW,Fescue,0.0,0.0,81.0,81.0,81.0
train/ID407646960.jpg,0.59,11.0,NSW,Fescue,0.0,35.5862,71.9138,107.5,71.9138
train/ID40849327.jpg,0.81,4.0,WA,Clover,51.97,0.0,0.0,51.97,51.97
